first_name,last_name,company_name,address,city,county,postal,phone1,phone2,email,web,full_name,email_domain,city_length,is_gmail,company_word_count
Joaquin,Hysom,Sport Toyota,115 Lister Rd,Barnfield Ward,Lancashire,BB5 2EY,01616-548910,01475-223867,jhysom@gmail.com,http://www.sporttoyota.co.uk,Joaquin Hysom,gmail.com,14,True,2
Kerrie,Makuch,Kinkos Copies,7855 Sir Thomas St #7499,Calstock,Cornwall,PL17 8AR,01854-749084,01966-883088,kmakuch@gmail.com,http://www.kinkoscopies.co.uk,Kerrie Makuch,gmail.com,8,True,2
Alaine,Raterman,Putnam Co Inc,1 Milton St,Little Missenden,Buckinghamshire,HP16 0DH,01927-151413,01525-172423,alaine@hotmail.com,http://www.putnamcoinc.co.uk,Alaine Raterman,hotmail.com,16,False,3
Shannon,Kobayashi,Hungs,1111 Nesfield St,Tonge with the Haulgh Ward,Greater Manchester,BL2 2SU,01620-435994,01436-122588,shannon@yahoo.com,http://www.hungs.co.uk,Shannon Kobayashi,yahoo.com,26,False,1
Corinne,Holman,Herculite Mason Supply Inc,1831 Richards St #8,Berkhamsted,Hertfordshire,HP4 2AF,01933-753592,01857-675359,corinne@holman.co.uk,http://www.herculitemasonsupplyinc.co.uk,Corinne Holman,holman.co.uk,11,False,4
Heidy,Hallford,New England Die Co Inc,8054 Low Hill,Prestbury,Gloucestershire,GL52 3BY,01958-748582,01753-105955,hhallford@hotmail.com,http://www.newenglanddiecoinc.co.uk,Heidy Hallford,hotmail.com,9,False,5
Marylyn,Shonerd,Barker Electronics,7252 Dansie St,East Finchley Ward,Greater London,N2 9JL,01721-694690,01449-123164,marylyn_shonerd@yahoo.com,http://www.barkerelectronics.co.uk,Marylyn Shonerd,yahoo.com,18,False,2
Maryln,Mortenson,"Mullins, Glen Esq",76 Paulton St,Lancaster Gate Ward,Greater London,W2 3JT,01618-628525,01421-574935,maryln@gmail.com,http://www.mullinsglenesq.co.uk,Maryln Mortenson,gmail.com,19,True,3
Pearlie,Flori,Marine Safety International,4 Cochrane St,Iwade,Kent,ME9 8UJ,01235-935599,01583-844244,pearlie_flori@gmail.com,http://www.marinesafetyinternational.co.uk,Pearlie Flori,gmail.com,5,True,3
Nina,Yaklin,Ramm Metals Inc,5679 Gloucester Pl,Calton Ward,Dunbartonshire,G40 4BH,01434-621318,01370-171283,nyaklin@hotmail.com,http://www.rammmetalsinc.co.uk,Nina Yaklin,hotmail.com,11,False,3
Vivienne,Torrain,Finley Colmer & Co,45 Ledward St,Wilsden,West Yorkshire,BD15 0NJ,01782-100832,01377-242360,vivienne@hotmail.com,http://www.finleycolmerco.co.uk,Vivienne Torrain,hotmail.com,7,False,4
Jacob,Kippel,Acc Automation Inc,4 Monmouth Rd,Llwyn-y-Pia Community,Rhondda Cynon Taff,CF40 2JJ,01550-463222,01567-215689,jacob.kippel@yahoo.com,http://www.accautomationinc.co.uk,Jacob Kippel,yahoo.com,21,False,3
Tula,Nahmias,"Anstoetter, Mark D Esq",64 Croyland St,Clackmannanshire South Ward,Clackmannanshire,FK10 2LA,01846-815511,01320-223056,tnahmias@nahmias.co.uk,http://www.anstoettermarkdesq.co.uk,Tula Nahmias,nahmias.co.uk,27,False,4
Berry,Scandalis,American Fine Foods Inc,4 Vivian St,Corporation Park Ward,Lancashire,BB2 6LB,01379-603039,01375-150068,berry.scandalis@gmail.com,http://www.americanfinefoodsinc.co.uk,Berry Scandalis,gmail.com,21,True,4
Kaycee,Carsten,Dohn Law Offices Inc Ps,35 Dublin St,Cirencester,Gloucestershire,GL7 2EY,01270-893129,01837-463418,kaycee.carsten@gmail.com,http://www.dohnlawofficesincps.co.uk,Kaycee Carsten,gmail.com,11,True,5
Melvin,Setter,Rex Internatl,87 Pickup St,Franche Ward,Hereford and Worcester,DY10 2ZQ,01401-151569,01938-566719,melvin_setter@setter.co.uk,http://www.rexinternatl.co.uk,Melvin Setter,setter.co.uk,12,False,2
Brianne,Matsumura,Bender & Associates,7 Cottenham St,Mossend and Holytown Ward,North Lanarkshire,ML1 4TD,01519-417660,01979-425319,brianne@matsumura.co.uk,http://www.benderassociates.co.uk,Brianne Matsumura,matsumura.co.uk,25,False,3
Eugene,Pelzer,Fashion Corner Inc,622 Holmes St,Heath Town Ward,Staffordshire,WV10 0AW,01839-920108,01413-591144,eugene_pelzer@gmail.com,http://www.fashioncornerinc.co.uk,Eugene Pelzer,gmail.com,15,True,3
Margery,Rohrs,C G Mccullough Insurance Agcy,40 Peters Lane,Long Preston,North Yorkshire,BD23 4NF,01634-340524,01933-273913,margery@hotmail.com,http://www.cgmcculloughinsuranceagcy.co.uk,Margery Rohrs,hotmail.com,12,False,5
Noel,Sarra,Orkin Exterminating Co Inc,2 Cockburn St,Seaham,County Durham,SR7 0AR,01868-736780,01874-679913,nsarra@gmail.com,http://www.orkinexterminatingcoinc.co.uk,Noel Sarra,gmail.com,6,True,4
Beula,Lingo,Bauer Coatings,65 Oban Rd,St. Austell,Cornwall,PL25 5AH,01322-144392,01525-977834,beula_lingo@yahoo.com,http://www.bauercoatings.co.uk,Beula Lingo,yahoo.com,11,False,2
Sheridan,Mckenize,Word & Image Workshop Inc,31 Davy St,Aveton Gifford,Devon,TQ7 4NF,01512-765064,01776-874349,sheridan.mckenize@hotmail.com,http://www.wordimageworkshopinc.co.uk,Sheridan Mckenize,hotmail.com,14,False,5
Dino,Meinert,Container Decorating Inc,80 Ellerslie Rd,Trotton with Chithurst,West Sussex,GU31 5JN,01802-634391,01636-635483,dino.meinert@yahoo.com,http://www.containerdecoratinginc.co.uk,Dino Meinert,yahoo.com,22,False,3
Rebbeca,Rubinstein,"Cullen, Jack J Esq",4 Sherwood St,Speke-Garston Ward,Merseyside,L24 6SH,01708-724957,01862-469721,rebbeca_rubinstein@hotmail.com,http://www.cullenjackjesq.co.uk,Rebbeca Rubinstein,hotmail.com,18,False,4
Celia,Reisling,Bridger Valley General Store,8362 Whithorn St,Leatherhead South Ward,Surrey,KT22 8AP,01309-159593,01299-509105,celia.reisling@hotmail.com,http://www.bridgervalleygeneralstore.co.uk,Celia Reisling,hotmail.com,22,False,4
Stefania,Weatherwax,Robert Vance Ltd,25 Dale St #2,Kirkintilloch East and Twechar,East Dunbartonshire,G66 3LX,01698-705920,01879-295373,sweatherwax@yahoo.com,http://www.robertvanceltd.co.uk,Stefania Weatherwax,yahoo.com,30,False,3
Leah,Luchterhand,Safeguard Chemical Corp,68 Scotland Place,Loughborough Hastings Ward,Leicestershire,LE11 2NX,01777-851028,01615-475126,leah@hotmail.com,http://www.safeguardchemicalcorp.co.uk,Leah Luchterhand,hotmail.com,26,False,3
Billy,Selma,Taylor Inn,338 Alfonso Rd,Alphington Ward,Devon,EX2 8LL,01270-345115,01907-239135,billy.selma@yahoo.com,http://www.taylorinn.co.uk,Billy Selma,yahoo.com,15,False,2
Doug,Lucore,"Barr, Albert S Iii",65 Rankin St,Woodford cum Membris,Northamptonshire,NN11 3QR,01943-467489,01744-123819,dlucore@yahoo.com,http://www.barralbertsiii.co.uk,Doug Lucore,yahoo.com,20,False,4
Veronica,Mcclodden,Las Vegas Art Museum,8 Cookson St,Temple Newsam Ward,West Yorkshire,LS15 9EP,01456-906658,01238-284853,veronica@hotmail.com,http://www.lasvegasartmuseum.co.uk,Veronica Mcclodden,hotmail.com,18,False,4
Laquanda,Kho,Bayou Welding Works Inc,7 Lockhart St,Billesley Ward,West Midlands,B14 5HS,01725-370369,01271-465942,laquanda.kho@yahoo.com,http://www.bayouweldingworksinc.co.uk,Laquanda Kho,yahoo.com,14,False,4
Mohammad,Poitra,"Kenyon, William R Esq",363 Vandries St,Milton Ward,Essex,SS0 7TF,01705-240007,01216-234330,mpoitra@yahoo.com,http://www.kenyonwilliamresq.co.uk,Mohammad Poitra,yahoo.com,11,False,4
Mozell,Westad,Fox Vision Center,8 Gertrude St,Mossley,Greater Manchester,OL5 0QJ,01348-989703,01766-783716,mozell.westad@westad.co.uk,http://www.foxvisioncenter.co.uk,Mozell Westad,westad.co.uk,7,False,3
Bronwyn,Bridgford,Edgemere Finance Company,826 Rumney Rd West #7,Dingwall and Seaforth Ward,Highland,IV15 9SD,01407-312329,01917-604110,bronwyn.bridgford@yahoo.com,http://www.edgemerefinancecompany.co.uk,Bronwyn Bridgford,yahoo.com,26,False,3
Jeff,Brossoit,Jeh Construction Co,954 Madelaine St,Central Ward,Wiltshire,SN5 8WG,01593-501965,01383-683074,jeff.brossoit@yahoo.com,http://www.jehconstructionco.co.uk,Jeff Brossoit,yahoo.com,12,False,3
Shantay,Hopman,Smith & Dekay Ps,7602 Brook St #86,Broomhill Ward,Nottinghamshire,NG18 9SZ,01516-850881,01252-239714,shopman@hopman.co.uk,http://www.smithdekayps.co.uk,Shantay Hopman,hopman.co.uk,14,False,4
Chantay,Jirsa,Posey Company,966 Bower St,Frimley Green Ward,Surrey,GU16 9BB,01721-910475,01324-899303,chantay_jirsa@jirsa.co.uk,http://www.poseycompany.co.uk,Chantay Jirsa,jirsa.co.uk,18,False,2
Keneth,Stpierrie,Mueller Repro Blue Printg,2 Seacombe St,Littleborough Lakeside Ward,Greater Manchester,OL15 0JP,01919-731224,01325-412836,keneth_stpierrie@hotmail.com,http://www.muellerreproblueprintg.co.uk,Keneth Stpierrie,hotmail.com,27,False,4
Alton,Rampy,Reliable Metalcraft Inc,83 Battenburg St,Girvan and South Carrick Ward,South Ayrshire,KA26 0DY,01767-568989,01506-160673,alton_rampy@gmail.com,http://www.reliablemetalcraftinc.co.uk,Alton Rampy,gmail.com,29,True,3
Patrick,Teisberg,"Dworkin, Michael L",2 Whitefield Rd,Leigh-on-Sea,Essex,SS9 2DJ,01842-131065,01217-730044,patrick@hotmail.com,http://www.dworkinmichaell.co.uk,Patrick Teisberg,hotmail.com,12,False,3
Theron,Merriam,"Percival, Mark R Esq",869 Luke St,Wonersh,Surrey,GU5 0QU,01655-809574,01859-311417,theron@merriam.co.uk,http://www.percivalmarkresq.co.uk,Theron Merriam,merriam.co.uk,7,False,4
Pilar,Seelig,Demer Normann Smith Ltd,4 Ogwen St,Chichester,West Sussex,PO19 9PF,01356-866584,01814-760513,pilar@yahoo.com,http://www.demernormannsmithltd.co.uk,Pilar Seelig,yahoo.com,10,False,4
Lashunda,Argiro,Kluza Associates,205 Forge St #4021,Stainburn,North Yorkshire,LS21 2LS,01422-728149,01653-381714,lashunda@yahoo.com,http://www.kluzaassociates.co.uk,Lashunda Argiro,yahoo.com,9,False,2
Verda,Chiphe,Ardrox,999 Upper Harrington St #61,Earlestown Ward,Merseyside,WA12 9WX,01754-426672,01349-935774,vchiphe@chiphe.co.uk,http://www.ardrox.co.uk,Verda Chiphe,chiphe.co.uk,15,False,1
Ashley,Tropp,Everythings A Dollar,3 Greenleaf St #5644,Blyth,Northumberland,NE24 2RY,01951-324927,01602-307715,ashley.tropp@gmail.com,http://www.everythingsadollar.co.uk,Ashley Tropp,gmail.com,5,True,3
Vesta,Havely,Tool Service Company Inc,493 Wellington Rd,Upper Rawcliffe-with-Tarnacre,Lancashire,PR3 0UH,01772-461124,01571-126025,vhavely@havely.co.uk,http://www.toolservicecompanyinc.co.uk,Vesta Havely,havely.co.uk,29,False,4
Emogene,Ritthaler,Mcdonald Service Station,1257 Stone St,Northwood Ward,Greater London,HA6 1AN,01681-212638,01638-969550,emogene.ritthaler@yahoo.com,http://www.mcdonaldservicestation.co.uk,Emogene Ritthaler,yahoo.com,14,False,3
Shayne,Mordhorst,Don Allen & Associates Pa,1 Bousfield St,Shrewsbury,Shropshire,SY3 8NG,01286-279043,01450-144052,smordhorst@mordhorst.co.uk,http://www.donallenassociatespa.co.uk,Shayne Mordhorst,mordhorst.co.uk,10,False,5
Franchesca,Charry,"Cappello, A Barry Esq",59 Westminster Rd,Empress Ward,Hampshire,GU14 8AY,01748-827176,01707-624969,franchesca@gmail.com,http://www.cappelloabarryesq.co.uk,Franchesca Charry,gmail.com,12,True,4
Elmira,Ringlein,"Hyland, Richard S Esq",143 Clark St #802,Halliwell Ward,Greater Manchester,BL1 2PS,01934-672498,01347-140077,eringlein@gmail.com,http://www.hylandrichardsesq.co.uk,Elmira Ringlein,gmail.com,14,True,4
Destiny,Madlem,Diesel Recon,421 Monument Place #44,Hartburn Ward,Stockton-on-Tees,TS21 1BA,01421-624966,01819-393510,destiny@yahoo.com,http://www.dieselrecon.co.uk,Destiny Madlem,yahoo.com,13,False,2
Gaston,Szumski,Red Giant Foods Inc,8 Gullett St,West Garioch Ward,Aberdeenshire,AB51 0HT,01651-911453,01923-233578,gaston.szumski@hotmail.com,http://www.redgiantfoodsinc.co.uk,Gaston Szumski,hotmail.com,17,False,4
Ronna,Mittler,Bethesda Gazette,2767 Pembroke St #979,Roundway,Wiltshire,SN10 3FQ,01214-651738,01794-156776,ronna_mittler@hotmail.com,http://www.bethesdagazette.co.uk,Ronna Mittler,hotmail.com,8,False,2
Angelica,Poisso,Chemical Consultants,47 Orry St #8243,Castleford Central and Glassho,West Yorkshire,WF10 4DW,01472-449327,01758-700994,apoisso@gmail.com,http://www.chemicalconsultants.co.uk,Angelica Poisso,gmail.com,30,True,2
Casie,Arzilli,Wenatchee Valley Fed Crdt Un,5 Noon St,Melton Dorian Ward,Leicestershire,LE13 0RG,01289-195823,01372-334070,casie@gmail.com,http://www.wenatcheevalleyfedcrdtun.co.uk,Casie Arzilli,gmail.com,18,True,5
Magdalene,Cocherell,Southern Interiors Inc,510 Belvidere Rd,Patching Hall Ward,Essex,CM1 4BY,01546-162965,01420-141828,magdalene_cocherell@yahoo.com,http://www.southerninteriorsinc.co.uk,Magdalene Cocherell,yahoo.com,18,False,3
Erasmo,Gath,Pan Optx,860 Rokeby St,Sunningdale,Berkshire,SL5 0AZ,01445-796544,01650-307192,egath@hotmail.com,http://www.panoptx.co.uk,Erasmo Gath,hotmail.com,11,False,2
Rosalia,Ziv,"Arias, Michele Ann Md",9362 Solomon St #97,Castle Ward,Northamptonshire,NN8 4DR,01414-349699,01552-437406,rosalia.ziv@ziv.co.uk,http://www.ariasmicheleannmd.co.uk,Rosalia Ziv,ziv.co.uk,11,False,4
Lyda,Cronholm,Print Shop,916 Strand St #4753,Leek,Staffordshire,ST13 5AW,01672-538356,01347-674237,lyda.cronholm@cronholm.co.uk,http://www.printshop.co.uk,Lyda Cronholm,cronholm.co.uk,4,False,2
Lisandra,Stueber,Wstu 1450 Am Radio Station,5 Bentinck St,Churchill Ward,Greater London,SW1V 3EW,01831-806301,01876-118051,lisandra_stueber@hotmail.com,http://www.wstuamradiostation.co.uk,Lisandra Stueber,hotmail.com,14,False,5
Sabina,Prok,T J Ward & Associates Inc,954 Birchdale Rd,Aspley Ward,Nottinghamshire,NG8 5PY,01932-112259,01304-274937,sabina.prok@prok.co.uk,http://www.tjwardassociatesinc.co.uk,Sabina Prok,prok.co.uk,11,False,6
Elenore,Gomoran,Bell Service Systems Inc,7 Great Orford St,Callington,Cornwall,PL17 7DT,01470-383444,01863-322796,elenore_gomoran@yahoo.com,http://www.bellservicesystemsinc.co.uk,Elenore Gomoran,yahoo.com,10,False,4
Brynn,Capra,Magic Valley Irrigation Supply,488 Mulberry St,Ravenshead,Nottinghamshire,NG15 9AE,01963-124789,01702-314016,brynn_capra@yahoo.com,http://www.magicvalleyirrigationsupply.co.uk,Brynn Capra,yahoo.com,10,False,4
Leeann,Flory,Fleetwood Area School District,1761 Johnstone St,Church Langley Ward,Essex,CM17 9TZ,01906-807997,01997-771926,leeann@gmail.com,http://www.fleetwoodareaschooldistrict.co.uk,Leeann Flory,gmail.com,19,True,4
Janet,Steimer,Alaska State Troopers,8899 Mere Lane,Midlothian West Ward,City of Edinburgh,EH20 9SJ,01506-627051,01698-817116,janet_steimer@hotmail.com,http://www.alaskastatetroopers.co.uk,Janet Steimer,hotmail.com,20,False,3
Lewis,Mellom,Lasting Impressions,6 St Hilda St,Central Ward,South Yorkshire,S1 1EQ,01954-643657,01511-606180,lewis@yahoo.com,http://www.lastingimpressions.co.uk,Lewis Mellom,yahoo.com,12,False,2
Jestine,Driscol,Glass Express,2725 Underley St #6452,Grangemouth Ward,Falkirk,FK3 8UB,01257-928278,01811-872937,jestine_driscol@driscol.co.uk,http://www.glassexpress.co.uk,Jestine Driscol,driscol.co.uk,16,False,2
Tatum,Parks,Quantum Consultants Inc,6061 Back Nile St,Rhos-on-Sea Community,Conwy,LL28 4NL,01567-457572,01818-141397,tparks@parks.co.uk,http://www.quantumconsultantsinc.co.uk,Tatum Parks,parks.co.uk,21,False,3
Kayleigh,Bendle,J A Associates,9735 Linton St #2284,Kingswells,Aberdeenshire,AB16 7RW,01312-772111,01355-733333,kayleigh.bendle@bendle.co.uk,http://www.jaassociates.co.uk,Kayleigh Bendle,bendle.co.uk,10,False,3
Lili,Imondi,Ide Haigney & Radio,9 Herbert St,Blyth,Northumberland,NE24 3DQ,01600-986258,01934-479439,lili_imondi@hotmail.com,http://www.idehaigneyradio.co.uk,Lili Imondi,hotmail.com,5,False,4
Sunshine,Senechal,"Dale, George F Esq",40 Cairo St,Warwick,Warwickshire,CV34 5LQ,01416-686933,01839-700945,sunshine.senechal@hotmail.com,http://www.dalegeorgefesq.co.uk,Sunshine Senechal,hotmail.com,7,False,4
Remona,Heier,M A C Insurance Agency,7199 St Clare Rd,Inverclyde South Ward,Inverclyde,PA16 7BT,01718-274321,01967-508345,remona.heier@heier.co.uk,http://www.macinsuranceagency.co.uk,Remona Heier,heier.co.uk,21,False,5
Gail,Carris,Audrey M Borland Studios,6 Conyers St #3346,Hamilton South Ward,South Lanarkshire,ML3 7TE,01292-196869,01547-190531,gcarris@hotmail.com,http://www.audreymborlandstudios.co.uk,Gail Carris,hotmail.com,19,False,4
Dong,Oropeza,"Mayo, Timothy L Esq",8657 Cedar St #2,Kinross-shire Ward,Perth and Kinross,KY13 8EQ,01573-788734,01955-221720,doropeza@hotmail.com,http://www.mayotimothylesq.co.uk,Dong Oropeza,hotmail.com,18,False,4
Larue,Ocacio,"Hollett, Byron P Esq",8 Jacob St,Daybrook Ward,Nottinghamshire,NG5 6JB,01577-443040,01654-933782,larue@yahoo.com,http://www.hollettbyronpesq.co.uk,Larue Ocacio,yahoo.com,13,False,4
Goldie,Sonkens,Veri Nu Products Corp,6174 Botanic Pl,Ravensthorpe Ward,Cambridgeshire,PE3 7BJ,01867-720033,01523-949034,gsonkens@sonkens.co.uk,http://www.verinuproductscorp.co.uk,Goldie Sonkens,sonkens.co.uk,17,False,4
Shelia,Plues,"Schen, Sanford E Md",9730 Dunnet St,Silloth-on-Solway,Cumbria,CA7 4RB,01818-260618,01574-927461,shelia@gmail.com,http://www.schensanfordemd.co.uk,Shelia Plues,gmail.com,17,True,4
Narcisa,Araiza,Danka Business Systems,8783 High St,Milton,Cambridgeshire,CB24 6ZR,01724-644767,01689-339758,naraiza@hotmail.com,http://www.dankabusinesssystems.co.uk,Narcisa Araiza,hotmail.com,6,False,3
Evelynn,Frede,"Hasselberg, Michael R Esq",8 Breckfield Road North,Seaham,County Durham,SR7 0AZ,01289-621482,01571-460710,evelynn.frede@gmail.com,http://www.hasselbergmichaelresq.co.uk,Evelynn Frede,gmail.com,6,True,4
Arlean,Calaf,Ed Miniat Inc,82 Waterhouse Lane,Llantrisant Community,Rhondda Cynon Taff,CF72 8LB,01448-395723,01407-700390,acalaf@yahoo.com,http://www.edminiatinc.co.uk,Arlean Calaf,yahoo.com,21,False,3
Tamra,Yu,Davis Commercial Contracting,2 Park Rd Walton #4338,Lansdown Ward,Gloucestershire,GL50 2LF,01891-816938,01635-523740,tamra.yu@hotmail.com,http://www.daviscommercialcontracting.co.uk,Tamra Yu,hotmail.com,13,False,3
Dusti,Maricle,"Garton, Jeffrey P Esq",59 Charles St,Victoria Ward,Kent,TN23 4GF,01642-202972,01806-219415,dusti@gmail.com,http://www.gartonjeffreypesq.co.uk,Dusti Maricle,gmail.com,13,True,4
Aracelis,Donham,Sm Toth Baldridge & Van Belkum,593 Kinglake St,Fowlmere,Cambridgeshire,SG8 7TP,01924-111018,01420-311467,aracelis.donham@hotmail.com,http://www.smtothbaldridgevanbelkum.co.uk,Aracelis Donham,hotmail.com,8,False,6
Filiberto,Fredrikson,Westoaks Glass,404 Aigburth St #4246,Audley Ward,Lancashire,BB1 2AA,01559-323337,01727-322116,filiberto_fredrikson@gmail.com,http://www.westoaksglass.co.uk,Filiberto Fredrikson,gmail.com,11,True,2
Leana,Stackpole,Direct Tools & Fasteners,690 Copenhagen Rd,Warham,Norfolk,NR23 1NJ,01248-325090,01386-257445,lstackpole@yahoo.com,http://www.directtoolsfasteners.co.uk,Leana Stackpole,yahoo.com,6,False,4
Man,Homer,Applied Robotic Tech Inc,7 Canton St,Mildmay Ward,Greater London,N1 4RF,01590-219449,01855-550515,man.homer@gmail.com,http://www.appliedrobotictechinc.co.uk,Man Homer,gmail.com,12,True,4
Lennie,Asley,Air Tech Streamlining,79 Pine St,Radcliffe West Ward,Greater Manchester,M26 1GH,01585-487560,01802-349902,lennie_asley@gmail.com,http://www.airtechstreamlining.co.uk,Lennie Asley,gmail.com,19,True,3
Arletta,Naomi,E Zaks & Co,9 Lodwick St,City and Hunslet Ward,West Yorkshire,LS1 8HZ,01255-805722,01518-773815,arletta_naomi@naomi.co.uk,http://www.ezaksco.co.uk,Arletta Naomi,naomi.co.uk,21,False,4
Chana,Perera,Olden Camera & Lens Co Inc,9 Ogwen St,Murdostoun Ward,North Lanarkshire,ML2 8LW,01477-796750,01858-335054,chana.perera@hotmail.com,http://www.oldencameralenscoinc.co.uk,Chana Perera,hotmail.com,15,False,6
Nell,Pao,"Madaus, Gerald F Jr",1730 Seymour St,Eastbrook Ward,Brighton and Hove,BN41 1QH,01308-582144,01773-576318,npao@gmail.com,http://www.madausgeraldfjr.co.uk,Nell Pao,gmail.com,14,True,4
Antonio,Heilig,Radisson Suite Hotel,35 Elton St #3,Ipplepen,Devon,TQ12 5LL,01324-171614,01442-946357,antonio.heilig@gmail.com,http://www.radissonsuitehotel.co.uk,Antonio Heilig,gmail.com,8,True,3
Gerald,Kernagis,Digital Solutions Inc,8 Hinton St #8241,Stowting,Kent,TN25 6BQ,01504-620944,01685-678054,gerald_kernagis@kernagis.co.uk,http://www.digitalsolutionsinc.co.uk,Gerald Kernagis,kernagis.co.uk,8,False,3
Sueann,Mandril,El Hispanic News,751 Stamford St,Werrington,Staffordshire,ST9 0AH,01886-226100,01717-449960,smandril@hotmail.com,http://www.elhispanicnews.co.uk,Sueann Mandril,hotmail.com,10,False,3
Alayna,Hoyal,South Bldg Code Congres,70 Royal St,Banchory and Mid Deeside Ward,Aberdeenshire,AB31 4AH,01964-720542,01983-132813,alayna_hoyal@hotmail.com,http://www.southbldgcodecongres.co.uk,Alayna Hoyal,hotmail.com,29,False,4
Talia,Marthe,Kenney Mfg Co,5 Minerva St,Westbury,Wiltshire,BA13 3QR,01711-170147,01607-480159,talia.marthe@gmail.com,http://www.kenneymfgco.co.uk,Talia Marthe,gmail.com,8,True,3
Pansy,Kopan,Oncor Inc,1 Northampton St,Madeley,Shropshire,TF7 4GA,01674-842315,01627-571972,pansy@kopan.co.uk,http://www.oncorinc.co.uk,Pansy Kopan,kopan.co.uk,7,False,2
Royce,Saik,Best Western Caprock Inn,2 Maple Grove,Kincorth,Aberdeenshire,AB12 5EJ,01972-770618,01431-812225,royce@hotmail.com,http://www.bestwesterncaprockinn.co.uk,Royce Saik,hotmail.com,8,False,4
Cherelle,Sorrel,"Wiltgen, Nancy A Esq",794 Hook St,Benwell and Scotswood Ward,Tyne and Wear,NE15 7JA,01753-327307,01212-458253,cherelle_sorrel@gmail.com,http://www.wiltgennancyaesq.co.uk,Cherelle Sorrel,gmail.com,26,True,4
Dudley,Dibartolo,"Mcknight, H Vincent Jr",91 Ludlow St,Woodhouse Ward,Greater London,N12 0EF,01997-409950,01722-935404,dudley_dibartolo@yahoo.com,http://www.mcknighthvincentjr.co.uk,Dudley Dibartolo,yahoo.com,14,False,4
Nettie,Aldaco,Miller Searl & Fitch,51 Freehold St #224,Wheatley Ward,"Yorkshire, South",DN2 4PP,01388-974910,01681-983353,nettie.aldaco@yahoo.com,http://www.millersearlfitch.co.uk,Nettie Aldaco,yahoo.com,13,False,4
Carline,Bulcao,"Brenner, Steven G Esq",7 Hey Green Rd #4,Rothwell Ward,West Yorkshire,LS26 8XE,01885-707109,01381-330004,carline@yahoo.com,http://www.brennerstevengesq.co.uk,Carline Bulcao,yahoo.com,13,False,4
Shanda,Lunger,Western Packing Co,2476 Marsh St,Markhouse Ward,Greater London,E17 8NP,01329-303595,01620-180931,slunger@gmail.com,http://www.westernpackingco.co.uk,Shanda Lunger,gmail.com,14,True,3
Emilio,Withers,Ardent Studios Inc,597 Threlfall St #72,Stokenham,Devon,TQ7 2HS,01523-697097,01890-447894,emilio_withers@yahoo.com,http://www.ardentstudiosinc.co.uk,Emilio Withers,yahoo.com,9,False,3
Lovetta,Study,Borton Petrini & Conron,1 Jervis St,High Barnet Ward,Greater London,EN5 4LH,01593-438141,01424-249976,lovetta@study.co.uk,http://www.bortonpetriniconron.co.uk,Lovetta Study,study.co.uk,16,False,4
Felice,Gone,A F Supl Co Div Automtc Firing,7602 Grantham St,Hexham,Northumberland,NE46 1QQ,01691-816025,01888-857515,felice.gone@hotmail.com,http://www.afsuplcodivautomtcfiring.co.uk,Felice Gone,hotmail.com,6,False,7
Stefania,Leadbeater,Murray Whisnant Architects,10 Carisbrooke St,Shorne,Kent,DA12 3ED,01706-546951,01356-906646,stefania_leadbeater@hotmail.com,http://www.murraywhisnantarchitects.co.uk,Stefania Leadbeater,hotmail.com,6,False,3
Margarita,Orloski,1893 Shops,78 Pine Grove,Stannington Ward,South Yorkshire,S6 5HE,01215-422453,01958-497953,margarita_orloski@yahoo.com,http://www.shops.co.uk,Margarita Orloski,yahoo.com,16,False,2
Paul,Farrin,"Dering, James E Esq",7 Varthen St,Town Ward,Kent,DA1 2DL,01407-775572,01879-963638,paul.farrin@farrin.co.uk,http://www.deringjameseesq.co.uk,Paul Farrin,farrin.co.uk,9,False,4
Anglea,Tritten,Waltons Carson Gardens,8 Thomaston St,Astley Bridge Ward,Greater Manchester,BL1 8RG,01818-292728,01436-350784,anglea_tritten@hotmail.com,http://www.waltonscarsongardens.co.uk,Anglea Tritten,hotmail.com,18,False,3
Ona,Bowhall,Cohen And Fromm Pc,527 Harding St,Market Rasen,Lincolnshire,LN8 3AD,01467-554624,01984-207421,ona@yahoo.com,http://www.cohenandfrommpc.co.uk,Ona Bowhall,yahoo.com,12,False,4
Germaine,Hascall,Prg Company,1616 Menzies St #453,Tadworth and Walton Ward,Surrey,KT20 7PA,01366-388506,01957-962781,ghascall@hotmail.com,http://www.prgcompany.co.uk,Germaine Hascall,hotmail.com,24,False,2
Vicky,Schellenberge,Medlab Environmental Test Inc,3922 Leda St,Moreton Morrell,Warwickshire,CV35 9BX,01625-805645,01602-772009,vschellenberge@hotmail.com,http://www.medlabenvironmentaltestinc.co.uk,Vicky Schellenberge,hotmail.com,15,False,4
Carolann,Gross,Leem Company Inc,6352 Grosvenor St,Wombourne,Staffordshire,WV5 0LP,01470-609953,01672-859754,carolann@gross.co.uk,http://www.leemcompanyinc.co.uk,Carolann Gross,gross.co.uk,9,False,3
Rusty,Adelsperger,"Clarke, James H Esq",4313 Princes Park Terrace,Launceston,Cornwall,PL15 9QN,01467-172590,01338-121225,rusty.adelsperger@yahoo.com,http://www.clarkejameshesq.co.uk,Rusty Adelsperger,yahoo.com,10,False,4
